[# ERROR | 2024-01-26 | 15:45:13.342 | PID=19460 | ThreadId=15048 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:24.674 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:24.819 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:24.928 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:25.020 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:25.129 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:25.222 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:25.330 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:25.423 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:25.530 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:25.623 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:25.733 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:25.825 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:25.918 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:26.026 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:26.119 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:26.226 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:26.319 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:26.426 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:26.518 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:26.626 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:26.719 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:26.828 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:26.920 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:27.030 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:27.123 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:27.232 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:27.324 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:27.418 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:27.526 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:27.620 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:27.728 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:27.821 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:27.930 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:28.021 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:28.128 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:28.221 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:28.329 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:28.421 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:28.529 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:28.622 | PID=18052 | ThreadId=19424 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-09 | 10:37:28.638 | PID=18052 | ThreadId=19252 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:15.102 | PID=21876 | ThreadId=13896 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:15.168 | PID=21876 | ThreadId=10112 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:15.265 | PID=21876 | ThreadId=18076 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:15.273 | PID=21876 | ThreadId=18076 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:16.814 | PID=21876 | ThreadId=2796 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:16.870 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:16.971 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:17.071 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:17.171 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:17.272 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:17.371 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:17.472 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:17.571 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:17.671 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:17.772 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:17.871 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:17.971 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:18.071 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:18.171 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:18.271 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:18.372 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:18.472 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:18.571 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:18.672 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:18.771 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:18.872 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:18.971 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:19.072 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:19.171 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:19.272 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:19.371 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:19.472 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:19.571 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:19.671 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:19.772 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:19.871 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:19.971 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:20.071 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:20.172 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:20.272 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:20.371 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:20.471 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:20.572 | PID=21876 | ThreadId=9932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-02-10 | 04:25:20.662 | PID=21876 | ThreadId=2796 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
